Date,vol_BTC,vol_ETH,ret_BTC,ret_ETH,yield
2020-08-01,0.2144310466102422,0.519735149503775,0.04108434946618849,0.11743135160107417,0.018181818181818195
2020-08-02,0.14650324262775657,0.6135752085889106,-0.061843020649647425,-0.03767441860465112,0.018181818181818195
2020-08-03,-0.41640137991232784,-0.48747884557805676,0.013409385485961434,0.036303098652059454,0.018181818181818195
2020-08-04,0.02981235438775163,-0.009040773479551487,-0.002481325441339929,0.009509250142509239,-0.07142857142857148
2020-08-05,0.2787206237520101,-0.04799603677003195,0.04940506452393998,0.028515695182361883,0.057692307692307744
2020-08-06,-0.1526094789108994,-0.269313093304321,0.0014942643238644888,-0.014848273108404983,0.0
2020-08-07,0.035052307164489385,0.2676331547517576,-0.014302280305310248,-0.039086050105124524,0.03636363636363619
2020-08-08,-0.3634313502634654,-0.40162756739145494,0.014419241295023498,0.04663362682553909,0.03636363636363619
2020-08-09,-0.008722162869293528,-0.04514904436200632,-0.006778949122596659,-0.017353852353726384,0.03636363636363619
2020-08-10,1.0473863064109934,0.3900976604883629,0.018083015456680868,0.013584866970831014,0.03508771929824565
2020-08-11,0.06822586512815594,0.2000589074688536,-0.04211245009635986,-0.04157394294962573,0.08474576271186449
2020-08-12,-0.2847290292506445,-0.2424030120561479,0.015120153650606385,0.0215831134564644,0.07812499999999989
2020-08-13,0.08046385681241519,1.010152542129826,0.018649588865070444,0.09649258742703655,0.02898550724637684
2020-08-14,-0.14705935272106913,-0.2657656663137679,-0.0016519524617995864,0.03196400810288781,0.0
2020-08-15,-0.059863195055554624,-0.3856750046012856,0.007810865827589443,-0.01321585903083705,0.0
2020-08-16,-0.26440650893342627,0.05129489136218725,0.004944146333232119,0.003007031828275378,0.0
2020-08-17,1.048291584979544,0.21237835161354932,0.03107463689026943,-0.0062958350629583925,-0.028169014084507067
2020-08-18,-0.10397660936327868,-0.14457397057408128,-0.027368817038822893,-0.02074775464735779,-0.02898550724637668
2020-08-19,-0.026127050974585928,0.31629152575956243,-0.01594138472885331,-0.034340561677923945,0.01492537313432837
2020-08-20,-0.37672236084159133,-0.32175323179306503,0.008418838938661334,0.020811858832768905,-0.04411764705882357
2020-08-21,0.3984582932132941,0.29755298748741005,-0.027182573996819445,-0.06724527576092698,-0.015384615384615398
2020-08-22,-0.3222676551069937,-0.25291902728223964,0.01141411145625738,0.018738562259968505,-0.015384615384615398
2020-08-23,-0.1323001082503376,-0.30769113935648906,-0.0012715468457406977,-0.011461390547515509,-0.015384615384615398
2020-08-24,0.21932417278020122,0.6109928386589363,0.008591078567976279,0.04343374881625765,0.015625000000000014
2020-08-25,0.5058931265077945,0.35271845306572763,-0.036582625423469184,-0.06070937990580848,0.06153846153846142
2020-08-26,-0.22406215218693243,-0.23881261983718258,0.012635155790295838,0.007520956832841499,0.0
2020-08-27,0.17126126062238317,0.18826951825899566,-0.011434000818397102,-0.006583551489074986,0.0724637681159421
2020-08-28,-0.27341046185540846,-0.165377380587162,0.017345402360732884,0.03089206042737504,0.0
2020-08-29,-0.2824593081811965,-0.09937031071532214,-0.005298037375150818,0.008959530257396582,0.0
2020-08-30,0.30946024120872295,0.35643550437781957,0.021395728529266037,0.07598143735105989,0.0
2020-08-31,0.28199019861009234,0.16287404956538337,-0.005264209523223971,0.011306942695948204,-0.027027027027027053
