date,BUC1TRUU,BCR5TRUU,I13284US,LT01TRUU,LT09TRUU,LT11TRUU,GOLDLNPM,IBOXHY,IBOXIG,RMSG,LUMSTRUU,LBUTTRUU,BCS5TRUU,SLVRLN
2003-04-01,0.0,0.0,0.0,0.00010411786151287572,-0.0006769048784081022,-3.6829021272666296e-5,-0.0014943218560716787,-0.007466376113269391,0.0021053460152895553,0.020909873528731637,-0.00026772490131055093,0.0010149672389605513,0.0,-0.0050576112304385745
2003-04-02,0.0,0.0,0.0,-0.0011980104045035134,-0.006836980153817507,-0.011110402415365428,-0.015219159117669356,0.011759665216555248,-0.002417626445651244,0.00953107042689183,-0.0016511140123496304,-0.006093305809703686,0.0,-0.009623623664394287
2003-04-03,0.0,0.0,0.0,0.0007814738994698089,0.0015753734124803742,-0.0010060175597432774,-0.01715202845011987,0.0017767019750989377,0.002106002884389113,-0.004314904328253988,0.0005276154929969579,0.0006930451587505715,0.0,-0.005704522029641446
2003-04-04,0.0,0.0,0.0,-0.000156245931412613,-0.0016605994746621278,-0.0028745843250295167,0.00030888031133624594,0.0008906191180191314,-0.0017937224540274244,-0.007755044009544854,9.51141586789106e-5,-0.0019609745914426213,0.0,0.004566217979581566
2003-04-07,0.0,0.0,0.0,-0.001146550052640194,-0.004142207267761933,-0.004346203919008751,-0.01211759428806225,0.011132135032482005,-0.003205506829848659,0.01112765265648008,-0.0010121327017280635,-0.005943022022230515,0.0,-0.001139601262933887
2003-04-08,0.0,0.0,0.0,0.0013548725365968295,0.005419836162649183,0.009789713128954602,0.010881500187533533,0.00037722920240312874,0.003205506829848659,-0.004950393764402428,0.0017727204652739914,0.004005457343917662,0.0,0.00795007026546024
2003-04-09,0.0,0.0,0.0,0.0003644599524896819,0.002550371186004874,0.0024139799663727146,-0.0063590753257107835,0.00016858616181458785,0.002027449228492628,0.0024557581818234198,0.0013986620022397034,0.001697710462959634,0.0,0.012366655637212176
2003-04-10,0.0,0.0,0.0,-0.000885347556724092,-0.0019547025303454646,-0.0031579169148328035,0.010062783263195207,-0.002636312564765042,-0.002027449228492628,-0.003426204776225461,-0.000569589134521209,-0.0016032471240157165,0.0,-0.0011179431013408347
2003-04-11,0.0,0.0,0.0,-0.0008861320916579984,-0.002555367659690333,-0.0027573889364074233,0.0006159532070322271,0.00045614400876115013,-0.0024227279249080524,-0.004390041220414531,-0.0004921791113199347,-0.00253712270892148,0.0,-0.001119194297015902
2003-04-14,0.0,0.0,0.0,-0.0006781606457249012,-0.002690182462354862,-0.002503130218117988,0.0035343870830253366,0.0012140673229525945,-0.0017229231296251868,0.013515545647404537,-0.0003455335504263246,-0.0013463921179166505,0.0,0.0033538320984316528
2003-04-15,0.0,0.0,0.0,0.0004695448110263456,0.0032870192452163494,0.005744141120388235,-0.0015351553521520955,0.002604680543790039,0.005939373508560664,0.004487165550577821,0.000898139012833532,0.002377378656182927,0.02182036844757107,0.007782140442055052
2003-04-16,0.0,0.0,0.0,0.0004171881579075887,0.0020010650636876903,0.004008765251168889,-0.004156729870894438,0.005308125066147085,0.003733088796375128,0.002935879869515823,0.0006644489848417479,0.0002532961041810111,0.0,-0.005552485114785455
2003-04-17,0.0,0.0,0.0,-0.0004693489173801524,-0.001234226530817395,0.0015546346039059245,0.008908060749751812,0.0,7.762468468897055e-5,0.006375793664457063,-0.0001035214549141017,-0.0013319509776206218,0.0,-0.0022296553272695974
2003-04-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004474280394920704
2003-04-21,0.0,0.0,0.0,0.00020862671540733402,-0.0010652123975329886,-0.0013694322698265537,0.0,-0.00037745820098677996,-0.0006211662595880796,0.007014949216634037,-8.627606620947859e-5,-0.0011886293655329894,0.0,0.0
